fp,tp,auc_roc
0.0,0.001092896174863388,0.7784252239378663
0.0,0.002185792349726776,0.7784252239378663
0.0,0.003278688524590164,0.7784252239378663
0.0,0.004371584699453552,0.7784252239378663
0.002421307506053269,0.004371584699453552,0.7784252239378663
0.004842615012106538,0.004371584699453552,0.7784252239378663
0.007263922518159807,0.004371584699453552,0.7784252239378663
0.007263922518159807,0.00546448087431694,0.7784252239378663
0.009685230024213076,0.00546448087431694,0.7784252239378663
0.009685230024213076,0.006557377049180328,0.7784252239378663
0.009685230024213076,0.007650273224043716,0.7784252239378663
0.009685230024213076,0.008743169398907104,0.7784252239378663
0.012106537530266344,0.008743169398907104,0.7784252239378663
0.014527845036319613,0.008743169398907104,0.7784252239378663
0.014527845036319613,0.009836065573770493,0.7784252239378663
0.014527845036319613,0.01092896174863388,0.7784252239378663
0.014527845036319613,0.012021857923497269,0.7784252239378663
0.01694915254237288,0.012021857923497269,0.7784252239378663
0.01694915254237288,0.013114754098360656,0.7784252239378663
0.01694915254237288,0.014207650273224045,0.7784252239378663
0.01694915254237288,0.015300546448087432,0.7784252239378663
0.01694915254237288,0.01639344262295082,0.7784252239378663
0.01694915254237288,0.017486338797814208,0.7784252239378663
0.01694915254237288,0.018579234972677595,0.7784252239378663
0.01694915254237288,0.019672131147540985,0.7784252239378663
0.01694915254237288,0.020765027322404372,0.7784252239378663
0.01694915254237288,0.02185792349726776,0.7784252239378663
0.01694915254237288,0.022950819672131147,0.7784252239378663
0.01694915254237288,0.024043715846994537,0.7784252239378663
0.01694915254237288,0.025136612021857924,0.7784252239378663
0.01694915254237288,0.02622950819672131,0.7784252239378663
0.01694915254237288,0.0273224043715847,0.7784252239378663
0.01694915254237288,0.02841530054644809,0.7784252239378663
0.01694915254237288,0.029508196721311476,0.7784252239378663
0.01694915254237288,0.030601092896174863,0.7784252239378663
0.01694915254237288,0.03169398907103825,0.7784252239378663
0.01694915254237288,0.03278688524590164,0.7784252239378663
0.01694915254237288,0.033879781420765025,0.7784252239378663
0.01694915254237288,0.034972677595628415,0.7784252239378663
0.01937046004842615,0.034972677595628415,0.7784252239378663
0.01937046004842615,0.036065573770491806,0.7784252239378663
0.021791767554479417,0.036065573770491806,0.7784252239378663
0.021791767554479417,0.03715846994535519,0.7784252239378663
0.021791767554479417,0.03825136612021858,0.7784252239378663
0.021791767554479417,0.03934426229508197,0.7784252239378663
0.021791767554479417,0.040437158469945354,0.7784252239378663
0.024213075060532687,0.040437158469945354,0.7784252239378663
0.024213075060532687,0.041530054644808745,0.7784252239378663
0.026634382566585957,0.041530054644808745,0.7784252239378663
0.026634382566585957,0.04262295081967213,0.7784252239378663
0.026634382566585957,0.04371584699453552,0.7784252239378663
0.026634382566585957,0.04480874316939891,0.7784252239378663
0.026634382566585957,0.04590163934426229,0.7784252239378663
0.026634382566585957,0.046994535519125684,0.7784252239378663
0.026634382566585957,0.048087431693989074,0.7784252239378663
0.029055690072639227,0.048087431693989074,0.7784252239378663
0.029055690072639227,0.04918032786885246,0.7784252239378663
0.029055690072639227,0.05027322404371585,0.7784252239378663
0.029055690072639227,0.05136612021857923,0.7784252239378663
0.029055690072639227,0.05245901639344262,0.7784252239378663
0.029055690072639227,0.053551912568306013,0.7784252239378663
0.029055690072639227,0.0546448087431694,0.7784252239378663
0.029055690072639227,0.05573770491803279,0.7784252239378663
0.029055690072639227,0.05683060109289618,0.7784252239378663
0.029055690072639227,0.05792349726775956,0.7784252239378663
0.029055690072639227,0.05901639344262295,0.7784252239378663
0.029055690072639227,0.060109289617486336,0.7784252239378663
0.029055690072639227,0.06120218579234973,0.7784252239378663
0.029055690072639227,0.06229508196721312,0.7784252239378663
0.029055690072639227,0.0633879781420765,0.7784252239378663
0.029055690072639227,0.06448087431693988,0.7784252239378663
0.029055690072639227,0.06557377049180328,0.7784252239378663
0.029055690072639227,0.06666666666666667,0.7784252239378663
0.029055690072639227,0.06775956284153005,0.7784252239378663
0.029055690072639227,0.06885245901639345,0.7784252239378663
0.029055690072639227,0.06994535519125683,0.7784252239378663
0.029055690072639227,0.07103825136612021,0.7784252239378663
0.029055690072639227,0.07213114754098361,0.7784252239378663
0.029055690072639227,0.073224043715847,0.7784252239378663
0.029055690072639227,0.07431693989071038,0.7784252239378663
0.029055690072639227,0.07540983606557378,0.7784252239378663
0.029055690072639227,0.07650273224043716,0.7784252239378663
0.029055690072639227,0.07759562841530054,0.7784252239378663
0.029055690072639227,0.07868852459016394,0.7784252239378663
0.031476997578692496,0.07868852459016394,0.7784252239378663
0.031476997578692496,0.07978142076502732,0.7784252239378663
0.031476997578692496,0.08087431693989071,0.7784252239378663
0.031476997578692496,0.08196721311475409,0.7784252239378663
0.031476997578692496,0.08306010928961749,0.7784252239378663
0.031476997578692496,0.08415300546448087,0.7784252239378663
0.031476997578692496,0.08524590163934426,0.7784252239378663
0.031476997578692496,0.08633879781420765,0.7784252239378663
0.031476997578692496,0.08743169398907104,0.7784252239378663
0.031476997578692496,0.08852459016393442,0.7784252239378663
0.031476997578692496,0.08961748633879782,0.7784252239378663
0.031476997578692496,0.0907103825136612,0.7784252239378663
0.031476997578692496,0.09180327868852459,0.7784252239378663
0.031476997578692496,0.09289617486338798,0.7784252239378663
