m_pre,m_rec,auc_pr
0.0,0.0,0.5502026985065114
0.5,0.002336448598130841,0.5502026985065114
0.6666666666666666,0.004672897196261682,0.5502026985065114
0.75,0.007009345794392523,0.5502026985065114
0.6,0.007009345794392523,0.5502026985065114
0.6666666666666666,0.009345794392523364,0.5502026985065114
0.7142857142857143,0.011682242990654205,0.5502026985065114
0.75,0.014018691588785047,0.5502026985065114
0.7777777777777778,0.016355140186915886,0.5502026985065114
0.8,0.018691588785046728,0.5502026985065114
0.8181818181818182,0.02102803738317757,0.5502026985065114
0.75,0.02102803738317757,0.5502026985065114
0.7692307692307693,0.02336448598130841,0.5502026985065114
0.7142857142857143,0.02336448598130841,0.5502026985065114
0.6666666666666666,0.02336448598130841,0.5502026985065114
0.625,0.02336448598130841,0.5502026985065114
0.6470588235294118,0.02570093457943925,0.5502026985065114
0.6111111111111112,0.02570093457943925,0.5502026985065114
0.631578947368421,0.028037383177570093,0.5502026985065114
0.65,0.030373831775700934,0.5502026985065114
0.6666666666666666,0.03271028037383177,0.5502026985065114
0.6818181818181818,0.035046728971962614,0.5502026985065114
0.6956521739130435,0.037383177570093455,0.5502026985065114
0.6666666666666666,0.037383177570093455,0.5502026985065114
0.68,0.0397196261682243,0.5502026985065114
0.6923076923076923,0.04205607476635514,0.5502026985065114
0.7037037037037037,0.04439252336448598,0.5502026985065114
0.6785714285714286,0.04439252336448598,0.5502026985065114
0.6896551724137931,0.04672897196261682,0.5502026985065114
0.6666666666666666,0.04672897196261682,0.5502026985065114
0.6774193548387096,0.04906542056074766,0.5502026985065114
0.6875,0.0514018691588785,0.5502026985065114
0.696969696969697,0.053738317757009345,0.5502026985065114
0.7058823529411765,0.056074766355140186,0.5502026985065114
0.7142857142857143,0.05841121495327103,0.5502026985065114
0.7222222222222222,0.06074766355140187,0.5502026985065114
0.7297297297297297,0.0630841121495327,0.5502026985065114
0.7105263157894737,0.0630841121495327,0.5502026985065114
0.717948717948718,0.06542056074766354,0.5502026985065114
0.725,0.06775700934579439,0.5502026985065114
0.7317073170731707,0.07009345794392523,0.5502026985065114
0.7142857142857143,0.07009345794392523,0.5502026985065114
0.6976744186046512,0.07009345794392523,0.5502026985065114
0.7045454545454546,0.07242990654205607,0.5502026985065114
0.7111111111111111,0.07476635514018691,0.5502026985065114
0.717391304347826,0.07710280373831775,0.5502026985065114
0.723404255319149,0.0794392523364486,0.5502026985065114
0.7291666666666666,0.08177570093457943,0.5502026985065114
0.7346938775510204,0.08411214953271028,0.5502026985065114
0.74,0.08644859813084112,0.5502026985065114
0.7450980392156863,0.08878504672897196,0.5502026985065114
0.75,0.0911214953271028,0.5502026985065114
0.7358490566037735,0.0911214953271028,0.5502026985065114
0.7222222222222222,0.0911214953271028,0.5502026985065114
0.7272727272727273,0.09345794392523364,0.5502026985065114
0.7142857142857143,0.09345794392523364,0.5502026985065114
0.7192982456140351,0.09579439252336448,0.5502026985065114
0.7241379310344828,0.09813084112149532,0.5502026985065114
0.7288135593220338,0.10046728971962617,0.5502026985065114
0.7333333333333333,0.102803738317757,0.5502026985065114
0.7377049180327869,0.10514018691588785,0.5502026985065114
0.7419354838709677,0.10747663551401869,0.5502026985065114
0.7301587301587301,0.10747663551401869,0.5502026985065114
0.734375,0.10981308411214953,0.5502026985065114
0.7384615384615385,0.11214953271028037,0.5502026985065114
0.7272727272727273,0.11214953271028037,0.5502026985065114
0.7313432835820896,0.11448598130841121,0.5502026985065114
0.7352941176470589,0.11682242990654206,0.5502026985065114
0.7391304347826086,0.1191588785046729,0.5502026985065114
0.7285714285714285,0.1191588785046729,0.5502026985065114
0.7323943661971831,0.12149532710280374,0.5502026985065114
0.7222222222222222,0.12149532710280374,0.5502026985065114
0.726027397260274,0.12383177570093458,0.5502026985065114
0.7297297297297297,0.1261682242990654,0.5502026985065114
0.72,0.1261682242990654,0.5502026985065114
0.7236842105263158,0.12850467289719625,0.5502026985065114
0.7272727272727273,0.1308411214953271,0.5502026985065114
0.717948717948718,0.1308411214953271,0.5502026985065114
0.7215189873417721,0.13317757009345793,0.5502026985065114
0.725,0.13551401869158877,0.5502026985065114
0.7283950617283951,0.1378504672897196,0.5502026985065114
0.7317073170731707,0.14018691588785046,0.5502026985065114
0.7228915662650602,0.14018691588785046,0.5502026985065114
0.7261904761904762,0.1425233644859813,0.5502026985065114
0.7294117647058823,0.14485981308411214,0.5502026985065114
0.7325581395348837,0.14719626168224298,0.5502026985065114
0.735632183908046,0.14953271028037382,0.5502026985065114
0.7386363636363636,0.15186915887850466,0.5502026985065114
0.7303370786516854,0.15186915887850466,0.5502026985065114
0.7333333333333333,0.1542056074766355,0.5502026985065114
0.7362637362637363,0.15654205607476634,0.5502026985065114
0.7282608695652174,0.15654205607476634,0.5502026985065114
0.7311827956989247,0.1588785046728972,0.5502026985065114
0.723404255319149,0.1588785046728972,0.5502026985065114
0.7263157894736842,0.16121495327102803,0.5502026985065114
0.7291666666666666,0.16355140186915887,0.5502026985065114
0.7319587628865979,0.1658878504672897,0.5502026985065114
0.7244897959183674,0.1658878504672897,0.5502026985065114
0.7272727272727273,0.16822429906542055,0.5502026985065114
0.73,0.1705607476635514,0.5502026985065114
0.7326732673267327,0.17289719626168223,0.5502026985065114
0.7254901960784313,0.17289719626168223,0.5502026985065114
0.7184466019417476,0.17289719626168223,0.5502026985065114
0.7211538461538461,0.17523364485981308,0.5502026985065114
0.7238095238095238,0.17757009345794392,0.5502026985065114
0.7169811320754716,0.17757009345794392,0.5502026985065114
0.719626168224299,0.17990654205607476,0.5502026985065114
0.7129629629629629,0.17990654205607476,0.5502026985065114
0.7155963302752294,0.1822429906542056,0.5502026985065114
0.7090909090909091,0.1822429906542056,0.5502026985065114
0.7117117117117117,0.18457943925233644,0.5502026985065114
0.7142857142857143,0.18691588785046728,0.5502026985065114
0.7168141592920354,0.18925233644859812,0.5502026985065114
0.7192982456140351,0.19158878504672897,0.5502026985065114
0.7130434782608696,0.19158878504672897,0.5502026985065114
0.7155172413793104,0.1939252336448598,0.5502026985065114
0.717948717948718,0.19626168224299065,0.5502026985065114
0.711864406779661,0.19626168224299065,0.5502026985065114
0.7058823529411765,0.19626168224299065,0.5502026985065114
0.7083333333333334,0.1985981308411215,0.5502026985065114
0.7024793388429752,0.1985981308411215,0.5502026985065114
0.7049180327868853,0.20093457943925233,0.5502026985065114
0.6991869918699187,0.20093457943925233,0.5502026985065114
0.6935483870967742,0.20093457943925233,0.5502026985065114
0.696,0.20327102803738317,0.5502026985065114
0.6984126984126984,0.205607476635514,0.5502026985065114
0.6929133858267716,0.205607476635514,0.5502026985065114
0.6953125,0.20794392523364486,0.5502026985065114
0.689922480620155,0.20794392523364486,0.5502026985065114
0.6846153846153846,0.20794392523364486,0.5502026985065114
0.6870229007633588,0.2102803738317757,0.5502026985065114
0.6818181818181818,0.2102803738317757,0.5502026985065114
0.6766917293233082,0.2102803738317757,0.5502026985065114
0.6791044776119403,0.21261682242990654,0.5502026985065114
0.6814814814814815,0.21495327102803738,0.5502026985065114
0.6838235294117647,0.21728971962616822,0.5502026985065114
0.6861313868613139,0.21962616822429906,0.5502026985065114
0.6884057971014492,0.2219626168224299,0.5502026985065114
0.6834532374100719,0.2219626168224299,0.5502026985065114
0.6857142857142857,0.22429906542056074,0.5502026985065114
0.6879432624113475,0.2266355140186916,0.5502026985065114
0.6830985915492958,0.2266355140186916,0.5502026985065114
0.6783216783216783,0.2266355140186916,0.5502026985065114
0.6736111111111112,0.2266355140186916,0.5502026985065114
0.6758620689655173,0.22897196261682243,0.5502026985065114
0.6712328767123288,0.22897196261682243,0.5502026985065114
0.673469387755102,0.23130841121495327,0.5502026985065114
0.6756756756756757,0.2336448598130841,0.5502026985065114
0.6778523489932886,0.23598130841121495,0.5502026985065114
0.6733333333333333,0.23598130841121495,0.5502026985065114
0.6688741721854304,0.23598130841121495,0.5502026985065114
0.6710526315789473,0.2383177570093458,0.5502026985065114
0.6666666666666666,0.2383177570093458,0.5502026985065114
0.6623376623376623,0.2383177570093458,0.5502026985065114
0.6580645161290323,0.2383177570093458,0.5502026985065114
0.6602564102564102,0.24065420560747663,0.5502026985065114
0.6624203821656051,0.24299065420560748,0.5502026985065114
0.6582278481012658,0.24299065420560748,0.5502026985065114
0.6540880503144654,0.24299065420560748,0.5502026985065114
0.65625,0.24532710280373832,0.5502026985065114
0.6521739130434783,0.24532710280373832,0.5502026985065114
0.654320987654321,0.24766355140186916,0.5502026985065114
0.6503067484662577,0.24766355140186916,0.5502026985065114
0.6524390243902439,0.25,0.5502026985065114
0.6484848484848484,0.25,0.5502026985065114
0.6506024096385542,0.2523364485981308,0.5502026985065114
0.6467065868263473,0.2523364485981308,0.5502026985065114
0.6488095238095238,0.2546728971962617,0.5502026985065114
0.6449704142011834,0.2546728971962617,0.5502026985065114
0.6470588235294118,0.2570093457943925,0.5502026985065114
0.6491228070175439,0.25934579439252337,0.5502026985065114
0.6511627906976745,0.2616822429906542,0.5502026985065114
0.6473988439306358,0.2616822429906542,0.5502026985065114
0.6494252873563219,0.26401869158878505,0.5502026985065114
0.6514285714285715,0.26635514018691586,0.5502026985065114
0.6477272727272727,0.26635514018691586,0.5502026985065114
0.6497175141242938,0.26869158878504673,0.5502026985065114
0.651685393258427,0.27102803738317754,0.5502026985065114
0.6536312849162011,0.2733644859813084,0.5502026985065114
0.6555555555555556,0.2757009345794392,0.5502026985065114
0.6574585635359116,0.2780373831775701,0.5502026985065114
0.6593406593406593,0.2803738317757009,0.5502026985065114
0.6557377049180327,0.2803738317757009,0.5502026985065114
0.657608695652174,0.2827102803738318,0.5502026985065114
0.654054054054054,0.2827102803738318,0.5502026985065114
0.6505376344086021,0.2827102803738318,0.5502026985065114
0.6524064171122995,0.2850467289719626,0.5502026985065114
0.6542553191489362,0.28738317757009346,0.5502026985065114
0.656084656084656,0.2897196261682243,0.5502026985065114
0.6526315789473685,0.2897196261682243,0.5502026985065114
0.6492146596858639,0.2897196261682243,0.5502026985065114
0.6510416666666666,0.29205607476635514,0.5502026985065114
0.6528497409326425,0.29439252336448596,0.5502026985065114
0.654639175257732,0.2967289719626168,0.5502026985065114
0.6564102564102564,0.29906542056074764,0.5502026985065114
0.6581632653061225,0.3014018691588785,0.5502026985065114
0.6598984771573604,0.3037383177570093,0.5502026985065114
0.6616161616161617,0.3060747663551402,0.5502026985065114
0.6633165829145728,0.308411214953271,0.5502026985065114
0.66,0.308411214953271,0.5502026985065114
0.6616915422885572,0.3107476635514019,0.5502026985065114
0.6584158415841584,0.3107476635514019,0.5502026985065114
0.6551724137931034,0.3107476635514019,0.5502026985065114
0.6519607843137255,0.3107476635514019,0.5502026985065114
0.6536585365853659,0.3130841121495327,0.5502026985065114
0.6553398058252428,0.31542056074766356,0.5502026985065114
0.6570048309178744,0.3177570093457944,0.5502026985065114
0.6538461538461539,0.3177570093457944,0.5502026985065114
0.6507177033492823,0.3177570093457944,0.5502026985065114
0.6523809523809524,0.32009345794392524,0.5502026985065114
0.6540284360189573,0.32242990654205606,0.5502026985065114
0.6509433962264151,0.32242990654205606,0.5502026985065114
0.6525821596244131,0.3247663551401869,0.5502026985065114
0.6542056074766355,0.32710280373831774,0.5502026985065114
0.6511627906976745,0.32710280373831774,0.5502026985065114
0.6527777777777778,0.3294392523364486,0.5502026985065114
0.6497695852534562,0.3294392523364486,0.5502026985065114
0.6513761467889908,0.3317757009345794,0.5502026985065114
0.6484018264840182,0.3317757009345794,0.5502026985065114
0.65,0.3341121495327103,0.5502026985065114
0.6515837104072398,0.3364485981308411,0.5502026985065114
0.6531531531531531,0.338785046728972,0.5502026985065114
0.6502242152466368,0.338785046728972,0.5502026985065114
0.6473214285714286,0.338785046728972,0.5502026985065114
0.6444444444444445,0.338785046728972,0.5502026985065114
0.6460176991150443,0.3411214953271028,0.5502026985065114
0.6431718061674009,0.3411214953271028,0.5502026985065114
0.6447368421052632,0.34345794392523366,0.5502026985065114
0.6419213973799127,0.34345794392523366,0.5502026985065114
0.6434782608695652,0.34579439252336447,0.5502026985065114
0.645021645021645,0.34813084112149534,0.5502026985065114
0.646551724137931,0.35046728971962615,0.5502026985065114
0.648068669527897,0.352803738317757,0.5502026985065114
0.6495726495726496,0.35514018691588783,0.5502026985065114
0.6510638297872341,0.3574766355140187,0.5502026985065114
0.652542372881356,0.3598130841121495,0.5502026985065114
0.6497890295358649,0.3598130841121495,0.5502026985065114
0.6512605042016807,0.3621495327102804,0.5502026985065114
0.6527196652719666,0.3644859813084112,0.5502026985065114
0.6541666666666667,0.36682242990654207,0.5502026985065114
0.6556016597510373,0.3691588785046729,0.5502026985065114
0.6570247933884298,0.37149532710280375,0.5502026985065114
0.6584362139917695,0.37383177570093457,0.5502026985065114
0.6557377049180327,0.37383177570093457,0.5502026985065114
0.6571428571428571,0.37616822429906543,0.5502026985065114
0.6544715447154471,0.37616822429906543,0.5502026985065114
0.6558704453441295,0.37850467289719625,0.5502026985065114
0.657258064516129,0.3808411214953271,0.5502026985065114
0.6586345381526104,0.38317757009345793,0.5502026985065114
0.66,0.3855140186915888,0.5502026985065114
0.6573705179282868,0.3855140186915888,0.5502026985065114
0.6587301587301587,0.3878504672897196,0.5502026985065114
0.6600790513833992,0.3901869158878505,0.5502026985065114
0.6614173228346457,0.3925233644859813,0.5502026985065114
0.6627450980392157,0.39485981308411217,0.5502026985065114
0.6640625,0.397196261682243,0.5502026985065114
0.6614785992217899,0.397196261682243,0.5502026985065114
0.6627906976744186,0.39953271028037385,0.5502026985065114
0.6640926640926641,0.40186915887850466,0.5502026985065114
0.6653846153846154,0.40420560747663553,0.5502026985065114
0.6666666666666666,0.40654205607476634,0.5502026985065114
0.6679389312977099,0.4088785046728972,0.5502026985065114
0.6692015209125475,0.411214953271028,0.5502026985065114
0.6704545454545454,0.4135514018691589,0.5502026985065114
0.6716981132075471,0.4158878504672897,0.5502026985065114
0.6729323308270677,0.4182242990654206,0.5502026985065114
0.6704119850187266,0.4182242990654206,0.5502026985065114
0.667910447761194,0.4182242990654206,0.5502026985065114
0.6654275092936803,0.4182242990654206,0.5502026985065114
0.6666666666666666,0.4205607476635514,0.5502026985065114
0.6642066420664207,0.4205607476635514,0.5502026985065114
0.6654411764705882,0.42289719626168226,0.5502026985065114
0.663003663003663,0.42289719626168226,0.5502026985065114
0.6642335766423357,0.4252336448598131,0.5502026985065114
0.6654545454545454,0.42757009345794394,0.5502026985065114
0.6666666666666666,0.42990654205607476,0.5502026985065114
0.6642599277978339,0.42990654205607476,0.5502026985065114
0.6618705035971223,0.42990654205607476,0.5502026985065114
0.6630824372759857,0.4322429906542056,0.5502026985065114
0.6642857142857143,0.43457943925233644,0.5502026985065114
0.6619217081850534,0.43457943925233644,0.5502026985065114
0.6631205673758865,0.4369158878504673,0.5502026985065114
0.6643109540636042,0.4392523364485981,0.5502026985065114
0.6654929577464789,0.441588785046729,0.5502026985065114
0.6666666666666666,0.4439252336448598,0.5502026985065114
0.6678321678321678,0.4462616822429907,0.5502026985065114
0.6655052264808362,0.4462616822429907,0.5502026985065114
0.6666666666666666,0.4485981308411215,0.5502026985065114
0.6678200692041523,0.45093457943925236,0.5502026985065114
0.6689655172413793,0.4532710280373832,0.5502026985065114
0.6701030927835051,0.45560747663551404,0.5502026985065114
0.6678082191780822,0.45560747663551404,0.5502026985065114
0.6689419795221843,0.45794392523364486,0.5502026985065114
0.6700680272108843,0.4602803738317757,0.5502026985065114
0.6711864406779661,0.46261682242990654,0.5502026985065114
0.6722972972972973,0.4649532710280374,0.5502026985065114
0.6734006734006734,0.4672897196261682,0.5502026985065114
0.674496644295302,0.4696261682242991,0.5502026985065114
0.6755852842809364,0.4719626168224299,0.5502026985065114
0.6766666666666666,0.4742990654205608,0.5502026985065114
0.6744186046511628,0.4742990654205608,0.5502026985065114
0.6754966887417219,0.4766355140186916,0.5502026985065114
0.6765676567656765,0.47897196261682246,0.5502026985065114
0.6743421052631579,0.47897196261682246,0.5502026985065114
0.6754098360655738,0.48130841121495327,0.5502026985065114
0.6764705882352942,0.48364485981308414,0.5502026985065114
0.6742671009771987,0.48364485981308414,0.5502026985065114
0.6753246753246753,0.48598130841121495,0.5502026985065114
0.6763754045307443,0.4883177570093458,0.5502026985065114
0.6741935483870968,0.4883177570093458,0.5502026985065114
0.6752411575562701,0.49065420560747663,0.5502026985065114
0.6762820512820513,0.4929906542056075,0.5502026985065114
0.6773162939297125,0.4953271028037383,0.5502026985065114
0.678343949044586,0.4976635514018692,0.5502026985065114
0.6761904761904762,0.4976635514018692,0.5502026985065114
0.6772151898734177,0.5,0.5502026985065114
0.6750788643533123,0.5,0.5502026985065114
0.6761006289308176,0.5023364485981309,0.5502026985065114
0.677115987460815,0.5046728971962616,0.5502026985065114
0.678125,0.5070093457943925,0.5502026985065114
0.67601246105919,0.5070093457943925,0.5502026985065114
0.6770186335403726,0.5093457943925234,0.5502026985065114
0.6780185758513931,0.5116822429906542,0.5502026985065114
0.6790123456790124,0.514018691588785,0.5502026985065114
0.676923076923077,0.514018691588785,0.5502026985065114
0.6748466257668712,0.514018691588785,0.5502026985065114
0.672782874617737,0.514018691588785,0.5502026985065114
0.6707317073170732,0.514018691588785,0.5502026985065114
0.668693009118541,0.514018691588785,0.5502026985065114
0.6696969696969697,0.5163551401869159,0.5502026985065114
0.6676737160120846,0.5163551401869159,0.5502026985065114
0.6656626506024096,0.5163551401869159,0.5502026985065114
0.6636636636636637,0.5163551401869159,0.5502026985065114
0.6616766467065869,0.5163551401869159,0.5502026985065114
0.6626865671641791,0.5186915887850467,0.5502026985065114
0.6607142857142857,0.5186915887850467,0.5502026985065114
0.658753709198813,0.5186915887850467,0.5502026985065114
0.6568047337278107,0.5186915887850467,0.5502026985065114
0.6548672566371682,0.5186915887850467,0.5502026985065114
0.6529411764705882,0.5186915887850467,0.5502026985065114
0.6510263929618768,0.5186915887850467,0.5502026985065114
0.6491228070175439,0.5186915887850467,0.5502026985065114
0.6472303206997084,0.5186915887850467,0.5502026985065114
0.6453488372093024,0.5186915887850467,0.5502026985065114
0.6434782608695652,0.5186915887850467,0.5502026985065114
0.6416184971098265,0.5186915887850467,0.5502026985065114
0.6397694524495677,0.5186915887850467,0.5502026985065114
0.6379310344827587,0.5186915887850467,0.5502026985065114
0.6361031518624641,0.5186915887850467,0.5502026985065114
0.6342857142857142,0.5186915887850467,0.5502026985065114
0.6324786324786325,0.5186915887850467,0.5502026985065114
0.6306818181818182,0.5186915887850467,0.5502026985065114
0.6288951841359773,0.5186915887850467,0.5502026985065114
0.6271186440677966,0.5186915887850467,0.5502026985065114
0.6281690140845071,0.5210280373831776,0.5502026985065114
0.6264044943820225,0.5210280373831776,0.5502026985065114
0.6246498599439776,0.5210280373831776,0.5502026985065114
0.6229050279329609,0.5210280373831776,0.5502026985065114
0.6239554317548747,0.5233644859813084,0.5502026985065114
0.6222222222222222,0.5233644859813084,0.5502026985065114
0.6232686980609419,0.5257009345794392,0.5502026985065114
0.6215469613259669,0.5257009345794392,0.5502026985065114
0.6198347107438017,0.5257009345794392,0.5502026985065114
0.6181318681318682,0.5257009345794392,0.5502026985065114
0.6164383561643836,0.5257009345794392,0.5502026985065114
0.6147540983606558,0.5257009345794392,0.5502026985065114
0.6130790190735694,0.5257009345794392,0.5502026985065114
0.6114130434782609,0.5257009345794392,0.5502026985065114
0.6097560975609756,0.5257009345794392,0.5502026985065114
0.6081081081081081,0.5257009345794392,0.5502026985065114
0.6064690026954178,0.5257009345794392,0.5502026985065114
0.6075268817204301,0.5280373831775701,0.5502026985065114
0.6058981233243967,0.5280373831775701,0.5502026985065114
0.6042780748663101,0.5280373831775701,0.5502026985065114
0.6026666666666667,0.5280373831775701,0.5502026985065114
0.601063829787234,0.5280373831775701,0.5502026985065114
0.5994694960212201,0.5280373831775701,0.5502026985065114
0.5978835978835979,0.5280373831775701,0.5502026985065114
0.5989445910290238,0.530373831775701,0.5502026985065114
0.5973684210526315,0.530373831775701,0.5502026985065114
0.5984251968503937,0.5327102803738317,0.5502026985065114
0.599476439790576,0.5350467289719626,0.5502026985065114
0.6005221932114883,0.5373831775700935,0.5502026985065114
0.5989583333333334,0.5373831775700935,0.5502026985065114
0.6,0.5397196261682243,0.5502026985065114
0.5984455958549223,0.5397196261682243,0.5502026985065114
0.5968992248062015,0.5397196261682243,0.5502026985065114
0.595360824742268,0.5397196261682243,0.5502026985065114
0.5938303341902313,0.5397196261682243,0.5502026985065114
0.5923076923076923,0.5397196261682243,0.5502026985065114
0.5907928388746803,0.5397196261682243,0.5502026985065114
0.5918367346938775,0.5420560747663551,0.5502026985065114
0.5903307888040712,0.5420560747663551,0.5502026985065114
0.5888324873096447,0.5420560747663551,0.5502026985065114
0.5873417721518988,0.5420560747663551,0.5502026985065114
0.5858585858585859,0.5420560747663551,0.5502026985065114
0.5843828715365239,0.5420560747663551,0.5502026985065114
0.585427135678392,0.544392523364486,0.5502026985065114
0.5839598997493735,0.544392523364486,0.5502026985065114
